racedate,venue,race_no,pair,p12,stake_Q,Q_div,Q_ret,stake_QP,QP_offered,QP_div,QP_ret,total_stake,total_return,profit
2025/10/26,ST,10,3-5,1.915,100,,0.0,100,Y,262.0,2620.0,200,2620.0,2420.0
2025/10/30,ST,1,4-10,1.856,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/10/30,ST,7,3-10,1.856,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/02,HV,1,2-9,1.875,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/02,HV,2,9-10,1.892,50,,0.0,50,Y,173.0,865.0,100,865.0,765.0
2025/11/02,HV,3,1-8,1.857,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/02,HV,4,1-6,1.874,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/02,HV,8,4-11,1.876,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/02,HV,9,9-11,1.888,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,1,3-4,1.865,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,2,1-6,1.868,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,3,8-12,1.864,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,4,2-4,1.858,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,5,7-8,1.854,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,6,6-10,1.881,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/05,HV,8,3-6,1.882,50,,0.0,50,Y,229.5,1147.5,100,1147.5,1047.5
2025/11/09,ST,4,11-14,1.885,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/09,ST,7,5-14,1.901,100,,0.0,100,Y,454.0,4540.0,200,4540.0,4340.0
2025/11/09,ST,8,11-14,1.86,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/09,ST,9,4-9,1.905,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2025/11/09,ST,10,3-13,1.861,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/12,HV,1,8-11,1.883,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/12,HV,2,5-12,1.864,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/12,HV,3,2-6,1.867,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/12,HV,7,3-8,1.865,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/12,HV,9,5-11,1.879,50,,0.0,50,Y,67.5,337.5,100,337.5,237.5
2025/11/15,ST,5,7-10,1.877,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/15,ST,6,10-14,1.851,50,,0.0,50,Y,473.0,2365.0,100,2365.0,2265.0
2025/11/15,ST,9,4-11,1.857,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/15,ST,10,4-14,1.855,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/19,HV,6,3-5,1.863,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/19,HV,8,4-9,1.864,50,,0.0,50,Y,61.5,307.5,100,307.5,207.5
2025/11/23,ST,2,2-12,1.859,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/23,ST,3,2-12,1.865,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/23,ST,4,7-11,1.86,50,266.0,1330.0,50,Y,101.0,505.0,100,1835.0,1735.0
2025/11/23,ST,5,3-7,1.872,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/23,ST,6,3-6,1.921,300,,0.0,300,Y,113.5,3405.0,600,3405.0,2805.0
2025/11/23,ST,7,9-11,1.877,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/23,ST,8,1-9,1.887,50,,0.0,50,Y,119.5,597.5,100,597.5,497.5
2025/11/26,HV,4,3-7,1.874,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/26,HV,5,6-8,1.858,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/30,ST,2,8-9,1.872,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/30,ST,5,5-13,1.861,50,,0.0,50,Y,106.5,532.5,100,532.5,432.5
2025/11/30,ST,6,5-10,1.886,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/11/30,ST,7,2-4,1.859,50,,0.0,50,Y,40.5,202.5,100,202.5,102.5
2025/11/30,ST,9,6-10,1.881,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/03,HV,1,1-5,1.875,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/03,HV,3,3-11,1.877,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/03,HV,4,1-2,1.853,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/03,HV,5,1-12,1.862,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/03,HV,8,3-5,1.862,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/07,ST,4,5-10,1.87,50,,0.0,50,Y,349.5,1747.5,100,1747.5,1647.5
2025/12/07,ST,5,3-12,1.885,50,,0.0,50,Y,78.0,390.0,100,390.0,290.0
2025/12/07,ST,6,6-14,1.866,50,,0.0,50,Y,165.5,827.5,100,827.5,727.5
2025/12/07,ST,10,8-12,1.862,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/10,HV,4,8-11,1.856,50,284.5,1422.5,50,Y,91.5,457.5,100,1880.0,1780.0
2025/12/10,HV,5,7-12,1.925,300,,0.0,300,Y,,0.0,600,0.0,-600.0
2025/12/10,HV,9,3-8,1.85,50,599.0,2995.0,50,Y,175.5,877.5,100,3872.5,3772.5
2025/12/14,ST,1,1-7,1.881,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/14,ST,2,1-9,1.872,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/14,ST,4,3-4,1.965,300,,0.0,300,Y,129.5,3885.0,600,3885.0,3285.0
2025/12/14,ST,5,6-10,1.901,100,,0.0,100,Y,314.0,3140.0,200,3140.0,2940.0
2025/12/14,ST,7,1-3,1.96,300,,0.0,300,Y,,0.0,600,0.0,-600.0
2025/12/14,ST,8,1-3,1.874,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/14,ST,9,6-8,1.917,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2025/12/14,ST,10,4-10,1.894,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/17,HV,2,3-12,1.861,50,,0.0,50,Y,119.0,595.0,100,595.0,495.0
2025/12/17,HV,6,3-9,1.869,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/17,HV,7,3-9,1.873,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,1,6-9,1.876,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,3,1-14,1.885,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,6,12-14,1.895,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,7,10-12,1.854,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,9,7-8,1.87,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/20,ST,11,8-14,1.86,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/27,ST,2,2-11,1.859,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2025/12/27,ST,6,2-9,1.874,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/01,ST,3,2-3,1.907,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2026/01/01,ST,4,3-12,1.892,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/01,ST,5,5-6,1.912,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2026/01/01,ST,7,1-5,1.893,50,351.5,1757.5,50,Y,115.5,577.5,100,2335.0,2235.0
2026/01/01,ST,8,8-11,1.876,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/01,ST,9,2-11,1.858,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/01,ST,10,5-11,1.871,50,,0.0,50,Y,129.0,645.0,100,645.0,545.0
2026/01/04,ST,1,2-13,1.865,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/04,ST,3,9-10,1.884,50,,0.0,50,Y,920.5,4602.5,100,4602.5,4502.5
2026/01/04,ST,4,8-9,1.851,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/04,ST,6,1-11,1.862,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/04,ST,8,4-6,1.889,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/04,ST,10,3-8,1.853,50,105.0,525.0,50,Y,42.5,212.5,100,737.5,637.5
2026/01/04,ST,11,8-9,1.891,50,373.5,1867.5,50,Y,124.5,622.5,100,2490.0,2390.0
2026/01/07,HV,2,8-9,1.896,50,6246.5,31232.5,50,Y,1432.0,7160.0,100,38392.5,38292.5
2026/01/07,HV,8,10-11,1.861,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/07,HV,9,5-11,1.865,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,1,2-7,1.869,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,4,5-11,1.854,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,7,4-9,1.881,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,8,7-8,1.871,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,9,1-2,1.87,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/11,ST,11,8-13,1.859,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/14,HV,1,3-6,1.867,50,3495.0,17475.0,50,Y,856.5,4282.5,100,21757.5,21657.5
2026/01/14,HV,3,1-8,1.857,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/14,HV,9,6-8,1.866,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/18,ST,6,3-6,1.895,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/18,ST,7,2-12,1.889,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/18,ST,8,2-3,1.902,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2026/01/18,ST,9,4-10,1.876,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/18,ST,10,1-3,1.875,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/18,ST,11,1-5,1.906,100,1201.5,12015.0,100,Y,362.0,3620.0,200,15635.0,15435.0
2026/01/21,ST,3,10-11,1.86,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/21,ST,6,3-6,1.876,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/21,ST,7,1-8,1.854,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/21,ST,8,6-9,1.865,50,126.5,632.5,50,Y,45.5,227.5,100,860.0,760.0
2026/01/21,ST,9,5-13,1.872,50,,0.0,50,Y,33.0,165.0,100,165.0,65.0
2026/01/25,ST,1,4-13,1.858,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/25,ST,3,2-8,1.888,50,60.5,302.5,50,Y,24.0,120.0,100,422.5,322.5
2026/01/25,ST,6,3-4,1.893,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/25,ST,7,2-9,1.9,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2026/01/25,ST,9,2-4,1.873,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/25,ST,10,3-4,1.895,50,36.0,180.0,50,Y,18.5,92.5,100,272.5,172.5
2026/01/25,ST,11,7-14,1.895,50,,0.0,50,Y,161.5,807.5,100,807.5,707.5
2026/01/28,HV,2,1-3,1.851,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/28,HV,3,2-6,1.857,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/28,HV,8,11-12,1.894,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/01/28,HV,9,2-3,1.875,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/01,ST,1,10-14,1.875,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/01,ST,2,1-9,1.888,50,1072.0,5360.0,50,Y,324.5,1622.5,100,6982.5,6882.5
2026/02/01,ST,7,9-13,1.869,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/01,ST,9,5-7,1.869,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/01,ST,10,5-13,1.877,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/01,ST,11,6-7,1.886,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/04,HV,2,2-6,1.864,50,152.5,762.5,50,Y,58.5,292.5,100,1055.0,955.0
2026/02/04,HV,3,6-7,1.863,50,565.5,2827.5,50,Y,144.0,720.0,100,3547.5,3447.5
2026/02/04,HV,5,4-8,1.864,50,,0.0,50,Y,26.5,132.5,100,132.5,32.5
2026/02/08,ST,1,1-2,1.86,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,2,11-12,1.866,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,3,7-11,1.892,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,4,3-12,1.868,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,5,5-14,1.863,50,,0.0,50,Y,72.0,360.0,100,360.0,260.0
2026/02/08,ST,6,5-7,1.878,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,7,9-12,1.863,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,9,5-11,1.891,50,547.5,2737.5,50,Y,144.5,722.5,100,3460.0,3360.0
2026/02/08,ST,10,2-11,1.886,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/08,ST,11,2-13,1.856,50,861.5,4307.5,50,Y,268.5,1342.5,100,5650.0,5550.0
2026/02/11,HV,6,1-3,1.861,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/11,HV,9,1-3,1.882,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/14,ST,1,3-9,1.903,100,,0.0,100,Y,,0.0,200,0.0,-200.0
2026/02/14,ST,2,11-14,1.862,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/14,ST,4,1-12,1.882,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/14,ST,7,1-6,1.856,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/14,ST,8,5-11,1.857,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/14,ST,10,3-4,1.9,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,1,11-13,1.887,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,2,1-3,1.883,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,4,6-12,1.868,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,6,1-5,1.874,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,8,1-13,1.871,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,9,4-8,1.86,50,,0.0,50,Y,,0.0,100,0.0,-100.0
2026/02/19,ST,11,1-4,1.893,50,,0.0,50,Y,,0.0,100,0.0,-100.0
