racedate,venue,race_no,url,top1_horse_no,top1_overlay,top1_score_win,top1_p_mkt_win,top1_odds,stake_w,stake_w_tier,win_div,return_w,profit_w,did_bet_w,q_partner2_no,q_partner2_ranker_score,q_partner3_no,q_partner3_ranker_score,q_div_12,q_div_13,stake_q_total,return_q_total,profit_q_total
2025/09/07,ST,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=1,9,-0.35981532710762704,-1.5585757513722798,0.23169580352870958,3.5,0.0,,,0.0,0.0,False,4,-1.611245945704752,12,-1.8823336044348078,,149.0,0.0,0.0,0.0
2025/09/07,ST,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=2,12,0.013461539197366638,-1.9155549799985732,0.1268594765329507,6.4,0.0,,,0.0,0.0,False,3,-0.7249528453024379,4,-1.642459659441149,,,0.0,0.0,0.0
2025/09/07,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=3,1,-0.23893898592706078,1.0253091349982029,0.7797565312438968,1.0,0.0,,10.5,0.0,0.0,False,9,-1.524122024200296,2,-1.9112158132332027,,70.5,0.0,0.0,0.0
2025/09/07,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=4,3,0.07131334442399252,0.6331878192289366,0.636886146548628,1.4,0.0,,,0.0,0.0,False,7,1.6998836774374155,12,-1.1881750164571132,,44.5,0.0,0.0,0.0
2025/09/07,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=5,2,0.07264204241552547,-1.048291845318127,0.24583809805735377,3.3,0.0,,,0.0,0.0,False,12,-1.912423323691051,14,-2.204195187847569,,,0.0,0.0,0.0
2025/09/07,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=6,3,0.08158135303708042,-0.42492147636717953,0.37601370110265936,2.2,0.0,,,0.0,0.0,False,6,-0.17612851890163245,5,-0.5068938889165949,,,0.0,0.0,0.0
2025/09/07,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=7,7,0.048561039885432485,-1.3344457655802298,0.2005265277272117,4.1,0.0,,,0.0,0.0,False,10,-0.9933483618303284,14,-1.6400139772414668,,,0.0,0.0,0.0
2025/09/07,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=8,1,-0.12227015624516459,-1.058532466400957,0.28165595642752844,2.9,0.0,,,0.0,0.0,False,8,-0.5542894530789845,5,-1.0862366762498052,,,0.0,0.0,0.0
2025/09/07,ST,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=9,11,-0.08129340661922549,-0.28292151084029715,0.44976305269303796,1.8,0.0,,,0.0,0.0,False,6,2.1484052395928503,1,-0.999686955918522,,,0.0,0.0,0.0
2025/09/07,ST,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/07&Racecourse=ST&RaceNo=10,1,0.058253862216250556,-0.6668447674101918,0.32627121957611244,2.5,0.0,,,0.0,0.0,False,4,-0.3220103262687479,2,-0.5535141761043352,,,0.0,0.0,0.0
2025/09/10,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=1,4,-0.14967974500041276,-1.4478984348247068,0.21446496118358155,3.8,0.0,,,0.0,0.0,False,7,-0.8400802166417293,6,-2.044808078343095,,,0.0,0.0,0.0
2025/09/10,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=2,1,-0.07340732784381512,-1.227976442511466,0.23965550544910497,3.4,0.0,,,0.0,0.0,False,5,-0.6672621272418089,2,-1.5374996011816375,,,0.0,0.0,0.0
2025/09/10,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=3,1,0.0031764456157317334,-1.1476529379192142,0.24033762536857897,3.4,0.0,,,0.0,0.0,False,9,2.365939113112826,2,0.14280150430638452,186.5,,0.0,0.0,0.0
2025/09/10,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=4,5,0.1801868902447672,-0.11601658726509062,0.42648583592505035,1.9,0.0,,,0.0,0.0,False,8,-0.5718717074775065,1,-1.3889680118039107,,,0.0,0.0,0.0
2025/09/10,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=5,2,0.09370543801400606,-0.34998907245779615,0.3908609943231273,2.1,0.0,,,0.0,0.0,False,1,-1.024391393710717,9,-1.5041124780977662,,83.0,0.0,0.0,0.0
2025/09/10,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/09/10&Racecourse=HV&RaceNo=6,5,0.0014396538207575242,-1.0713850682985473,0.2548662713832077,3.2,0.0,,,0.0,0.0,False,4,-2.00680696054107,1,-2.0811243604440115,,,0.0,0.0,0.0
