racedate,venue,race_no,url,top1_horse_no,top1_overlay,top1_score_win,top1_p_mkt_win,top1_odds,stake_w,stake_w_tier,win_div,return_w,profit_w,did_bet_w,q_partner2_no,q_partner2_ranker_score,q_partner3_no,q_partner3_ranker_score,q_div_12,q_div_13,stake_q_total,return_q_total,profit_q_total
2025/10/12,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=3,12,-0.03808622557065552,-0.8559420267160465,0.306219003262368,2.7,0.0,,,0.0,0.0,False,4,-0.823161379749487,10,-0.9820841309239209,,,0.0,0.0,0.0
2025/10/12,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=4,2,-0.04556942674381598,-1.0220686000506591,0.273586976210411,3.1,0.0,,,0.0,0.0,False,12,-0.279355898447332,5,-0.2837881183901592,,,0.0,0.0,0.0
2025/10/12,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=5,5,-0.043768058692932425,-0.7997317235505811,0.31952323901396285,2.7,0.0,,,0.0,0.0,False,4,2.129586308724582,6,-1.3696740536891112,,,0.0,0.0,0.0
2025/10/12,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=6,6,0.1305897572681587,-1.110877296810277,0.22418072697292887,3.7,0.0,,,0.0,0.0,False,10,1.9602513324591027,7,-0.23508137928813935,,,0.0,0.0,0.0
2025/10/12,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=7,3,-0.007657264683575985,-0.25320894551786743,0.4389186831728765,1.9,0.0,,,0.0,0.0,False,7,0.1103916551439625,5,-1.0594303273274577,,,0.0,0.0,0.0
2025/10/12,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=8,6,-0.31142008177641184,-0.5215842027200203,0.4476515095924132,1.8,0.0,,,0.0,0.0,False,7,1.1147085234919474,4,-0.6814989432742075,,,0.0,0.0,0.0
2025/10/12,ST,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=9,2,0.1225426675473812,-0.8162621916625042,0.28114181865696586,2.9,0.0,,29.5,0.0,0.0,False,5,0.9097452797791169,10,-0.7180569526771595,,,0.0,0.0,0.0
2025/10/12,ST,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/12&Racecourse=ST&RaceNo=10,1,0.16264071889823578,-1.4423464149341607,0.16728574780373692,6.4,0.0,,,0.0,0.0,False,7,0.7638970347235884,5,-0.7805129163815011,,,0.0,0.0,0.0
2025/10/15,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=1,1,0.027826653496847036,-0.34491822492335605,0.40787792905106596,2.0,0.0,,,0.0,0.0,False,11,0.6529029109741996,7,0.13268459675541644,,,0.0,0.0,0.0
2025/10/15,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=2,2,0.13263173246507112,-0.8440704026526064,0.2735466420136808,3.0,0.0,,,0.0,0.0,False,1,-1.2863110684139378,5,-1.4806422864231708,,,0.0,0.0,0.0
2025/10/15,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=3,1,-0.01032009621302622,-1.0411595341324127,0.2629213939853925,3.1,0.0,,,0.0,0.0,False,12,-0.7525038140214003,4,-1.2968110741789218,,,0.0,0.0,0.0
2025/10/15,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=4,7,-0.0683089590557184,-1.1832593243132934,0.24694913980061473,3.6,0.0,,,0.0,0.0,False,9,-0.8172832561272134,1,-0.9214648722466948,206.0,,0.0,0.0,0.0
2025/10/15,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=5,4,0.07691708833928912,-1.6060953347167317,0.1566969863437029,5.2,0.0,,,0.0,0.0,False,3,-1.1850502633722177,7,-1.3570323090086054,,,0.0,0.0,0.0
2025/10/15,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=6,5,0.09322967169578054,-0.6068775762724012,0.33178845000557583,2.5,0.0,,25.5,0.0,0.0,False,4,0.038278316219305726,1,-1.5586068360969891,,76.0,0.0,0.0,0.0
2025/10/15,HV,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=7,5,0.08736955672620268,-1.0179228823829958,0.2487495647162402,3.3,0.0,,,0.0,0.0,False,8,-0.0023466598362725374,2,-0.8468864147145715,,,0.0,0.0,0.0
2025/10/15,HV,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=8,6,-0.028132251066729293,-0.9600502771660523,0.28253575066015957,3.0,0.0,,,0.0,0.0,False,8,-0.19231687474727993,3,-1.2715612372476754,,,0.0,0.0,0.0
2025/10/15,HV,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/15&Racecourse=HV&RaceNo=9,8,0.3193282731313951,-1.196598600123759,0.18006209129466536,5.4,10.0,>0.2,54.5,54.5,44.5,True,2,0.370419531659849,4,-1.410229829263165,,,20.0,0.0,-20.0
2025/10/19,ST,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=1,1,-0.1836947514939005,-1.2586870676697237,0.2544548435505072,3.2,0.0,,,0.0,0.0,False,2,-1.2123802593067805,3,-1.4604623454839496,,,0.0,0.0,0.0
2025/10/19,ST,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=2,5,0.03630528580048578,-1.1561004024470773,0.23282895646503773,3.7,0.0,,37.0,0.0,0.0,False,12,-0.29297869870880044,9,-0.4155780660377557,174.0,,0.0,0.0,0.0
2025/10/19,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=3,13,0.06983313743939455,-0.532399206739733,0.35383313482956735,2.3,0.0,,,0.0,0.0,False,3,-1.1550758830481045,11,-1.1794566450007853,,,0.0,0.0,0.0
2025/10/19,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=4,1,-0.18232667525668708,-1.019300678255347,0.3021724764234043,2.7,0.0,,,0.0,0.0,False,3,0.8200969296033936,13,-0.979844297919511,,,0.0,0.0,0.0
2025/10/19,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=5,1,-0.05482489269073823,-1.3819434303927665,0.20963639230348843,3.9,0.0,,,0.0,0.0,False,5,0.7261960629274731,6,-0.043070977346338205,,,0.0,0.0,0.0
2025/10/19,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=6,3,0.04074153391605058,-0.016548204161095807,0.4856814815174408,1.7,0.0,,,0.0,0.0,False,8,0.8521141715913306,5,-0.6710253347823816,,,0.0,0.0,0.0
2025/10/19,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=7,6,-0.022438638426282728,0.2994301508841184,0.5797796227874523,1.4,0.0,,14.0,0.0,0.0,False,2,1.2244133901476797,4,0.8707240740178742,,,0.0,0.0,0.0
2025/10/19,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=8,2,0.15950352048505756,-0.21079867573261968,0.40846800232572383,2.0,0.0,,20.0,0.0,0.0,False,5,0.9058174746095449,4,-0.07939517337970865,,,0.0,0.0,0.0
2025/10/19,ST,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=9,1,0.140352021712762,-1.3107733716650607,0.18982842730299923,4.3,0.0,,,0.0,0.0,False,5,0.9060364557247772,3,0.47996101166392363,,,0.0,0.0,0.0
2025/10/19,ST,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/19&Racecourse=ST&RaceNo=10,5,-0.031874680525351445,-1.3074166614380494,0.218310032521462,3.7,0.0,,,0.0,0.0,False,14,0.8926733915395634,10,-0.25843760892408274,,,0.0,0.0,0.0
2025/10/22,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=1,2,0.1743493328710189,-0.3502331854970912,0.37178131348081345,2.4,0.0,,,0.0,0.0,False,11,-0.5228304840440832,9,-1.010831007246122,,,0.0,0.0,0.0
2025/10/22,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=2,3,0.049692555074686236,-0.4092979828777339,0.38722532361998724,2.1,0.0,,,0.0,0.0,False,9,1.4873129524293955,5,-1.581522752691424,28.5,,0.0,0.0,0.0
2025/10/22,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=3,7,-0.035161437825046875,-1.3098368720723101,0.218457945466344,3.7,0.0,,,0.0,0.0,False,6,-0.2885256531037811,5,-0.6385315680330721,,,0.0,0.0,0.0
2025/10/22,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=4,11,-0.15232796805502738,-1.393019939322572,0.22431556108385417,4.0,0.0,,,0.0,0.0,False,1,-0.6747757729932656,9,-1.3290466529369098,,,0.0,0.0,0.0
2025/10/22,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=5,3,0.059214762366340865,-1.4172165917506057,0.18596704738095657,4.4,0.0,,44.5,0.0,0.0,False,6,-0.19882623496318008,12,-0.39316550847928505,,,0.0,0.0,0.0
2025/10/22,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=6,5,0.005437046935856887,-0.8366404327602265,0.3010974232462789,2.7,0.0,,,0.0,0.0,False,9,-0.04344248296341338,3,-0.5019782307897069,72.0,,0.0,0.0,0.0
2025/10/22,HV,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=7,8,-0.098965340964688,0.040909361735031055,0.5349117736858918,1.5,0.0,,,0.0,0.0,False,11,-0.7317735170348049,5,-1.118323735640338,,,0.0,0.0,0.0
2025/10/22,HV,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=8,5,-0.20231026448852865,-0.42321560131830205,0.4449971584927833,1.8,0.0,,,0.0,0.0,False,3,0.3569734390700635,1,-0.1254048742338008,,,0.0,0.0,0.0
2025/10/22,HV,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/22&Racecourse=HV&RaceNo=9,8,-0.020424227450834595,-0.8799844962539068,0.2974312262912162,2.8,0.0,,28.0,0.0,0.0,False,3,0.5669859052147677,6,0.15903484159489048,,,0.0,0.0,0.0
2025/10/26,ST,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=1,1,0.022610565385443628,-1.4952164048865795,0.17978173199386352,4.5,0.0,,,0.0,0.0,False,13,-1.2094644976371085,7,-1.2509108712641892,,,0.0,0.0,0.0
2025/10/26,ST,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=2,8,0.03513574919875199,-0.6374442605368762,0.33791937439365755,4.1,0.0,,,0.0,0.0,False,1,0.3405281240884718,6,0.038278316219305726,,,0.0,0.0,0.0
2025/10/26,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=3,1,-0.09519091080087679,-0.5621201682055821,0.3853433042349704,2.2,0.0,,,0.0,0.0,False,2,1.8803806667616045,10,1.323413331186311,,,0.0,0.0,0.0
2025/10/26,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=4,5,-0.183932461261073,-1.5379462823816272,0.2052149358465974,4.1,0.0,,,0.0,0.0,False,2,-0.39976516173100013,3,-0.8241857266237768,,,0.0,0.0,0.0
2025/10/26,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=5,1,-0.050660728533456406,-1.086306763277489,0.26199096768667324,3.1,0.0,,,0.0,0.0,False,3,-0.8010198517875459,5,-0.89979817158013,,,0.0,0.0,0.0
2025/10/26,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=6,4,-0.0343836591946891,-0.9837399964056601,0.27901428618489343,3.0,0.0,,,0.0,0.0,False,9,0.13475879097510646,13,-0.33742153665473407,,,0.0,0.0,0.0
2025/10/26,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=7,2,0.034564313026932754,-0.5760122220006008,0.351927693705385,2.3,0.0,,,0.0,0.0,False,7,-0.5798560983595642,10,-1.1156525168651705,,,0.0,0.0,0.0
2025/10/26,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=8,5,-0.022247167622676284,-0.9124150923412195,0.29107517488245227,2.8,0.0,,,0.0,0.0,False,13,0.885743613044298,1,0.7397885189075439,,,0.0,0.0,0.0
2025/10/26,ST,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=9,11,0.016316185092575514,-1.1414109014583254,0.2390805306619662,5.5,0.0,,,0.0,0.0,False,13,-0.42542381323750483,10,-0.7021915215910093,,,0.0,0.0,0.0
2025/10/26,ST,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/26&Racecourse=ST&RaceNo=10,7,0.14232921946552704,-0.5838000015090524,0.32604471730056606,2.5,0.0,,,0.0,0.0,False,5,0.9205812772803167,4,-1.332513110139318,,,0.0,0.0,0.0
2025/10/30,ST,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=1,3,0.09384395806217431,-0.2168876316646548,0.422936176166177,1.9,0.0,,19.5,0.0,0.0,False,4,-0.32049784991906255,7,-0.47740608316329314,70.5,,0.0,0.0,0.0
2025/10/30,ST,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=2,6,0.23312594350037957,-0.9199268877162352,0.23993191280842505,3.4,10.0,>0.2,,0.0,-10.0,True,8,1.4868815811253457,12,1.1807409879161535,,,20.0,0.0,-20.0
2025/10/30,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=3,11,0.018456664413790284,-1.0183796609298628,0.261760888183771,3.1,0.0,,,0.0,0.0,False,10,-0.23237352322694857,6,-1.698007282520072,,,0.0,0.0,0.0
2025/10/30,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=4,12,-0.04368878749471626,-1.4891741881128404,0.19069733981024536,4.6,0.0,,,0.0,0.0,False,5,0.4296511516971506,13,-1.3138356582438528,,,0.0,0.0,0.0
2025/10/30,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=5,1,-0.15441912408142608,-1.715268474033709,0.17352480461157455,4.7,0.0,,,0.0,0.0,False,11,-0.9480200548896845,10,-1.7271064074341984,,,0.0,0.0,0.0
2025/10/30,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=6,12,0.17642484338393213,-1.1629990736344202,0.2076048111582593,3.9,0.0,,,0.0,0.0,False,6,0.4440729849299643,7,-1.5180984112334315,,,0.0,0.0,0.0
2025/10/30,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=7,11,0.03999971262828497,-1.5020079623138558,0.17624360743556544,4.6,0.0,,,0.0,0.0,False,1,-0.36940237547614413,3,-0.5529212890460118,,,0.0,0.0,0.0
2025/10/30,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/10/30&Racecourse=ST&RaceNo=8,5,0.021787505980403462,-0.8413863766103539,0.2966766574325484,2.8,0.0,,,0.0,0.0,False,14,0.1640853415633908,1,-0.22821268026461589,,,0.0,0.0,0.0
2025/11/02,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=1,2,-0.10777903925021194,-1.0880704880132739,0.2728339576817058,3.0,0.0,,,0.0,0.0,False,6,0.14676903525582108,4,-1.4622500396762266,,,0.0,0.0,0.0
2025/11/02,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=2,1,0.12041589914058949,-1.3085267410455168,0.19326348660282305,4.2,0.0,,,0.0,0.0,False,12,0.024622963796438344,5,-1.453850001754548,,,0.0,0.0,0.0
2025/11/02,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=3,12,0.09020335913275523,-0.8119592334956232,0.28860628674626115,2.8,0.0,,,0.0,0.0,False,3,-0.07368515076797555,4,-1.5991779340005245,,,0.0,0.0,0.0
2025/11/02,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=4,11,0.1539117382346422,-1.2178370303049078,0.20233745349477952,4.1,0.0,,41.5,0.0,0.0,False,1,-0.8440748108404175,7,-0.8784086257686323,96.5,,0.0,0.0,0.0
2025/11/02,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=5,4,-0.058816780910882556,-1.4241722615576602,0.2033712749191451,4.0,0.0,,,0.0,0.0,False,5,-1.5735949497982673,8,-1.741812588111378,,,0.0,0.0,0.0
2025/11/02,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=6,11,-0.04780293892108237,-1.5510494746733547,0.18194181365557965,4.5,0.0,,,0.0,0.0,False,6,-0.5648577598235566,10,-0.8279881499928412,,,0.0,0.0,0.0
2025/11/02,HV,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=7,10,0.1757930221137639,-0.8978363634718655,0.2547134883275089,3.4,0.0,,,0.0,0.0,False,7,2.0856414347278998,5,0.1700029045184402,,,0.0,0.0,0.0
2025/11/02,HV,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=8,11,-0.0702825908109528,-1.404108457353704,0.20852722619119513,3.9,0.0,,,0.0,0.0,False,8,-0.6297938632270184,1,-2.0417298175046734,,127.5,0.0,0.0,0.0
2025/11/02,HV,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=9,11,0.14014772274172804,-0.8041322155752056,0.2800366262413809,2.9,0.0,,29.5,0.0,0.0,False,4,1.2829232037989775,7,-0.19360818510824135,,,0.0,0.0,0.0
2025/11/02,HV,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/02&Racecourse=HV&RaceNo=10,3,-0.007439279069902917,-0.7148835131671629,0.3301638167718,2.5,0.0,,,0.0,0.0,False,6,-0.05549055790739785,10,-0.11607472317319224,,,0.0,0.0,0.0
2025/11/05,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=1,1,-0.2354887403339626,-0.30712529033842045,0.4820985174062006,1.7,0.0,,,0.0,0.0,False,4,0.1065286502104273,5,-1.2638365874914188,,,0.0,0.0,0.0
2025/11/05,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=2,1,-0.11696247882048666,-1.0129042981267915,0.28988516814690524,2.8,0.0,,,0.0,0.0,False,2,0.2998852200024641,9,-1.2033143143850111,,,0.0,0.0,0.0
2025/11/05,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=3,2,0.11097298301543637,-0.576899955157452,0.33450641566451966,2.5,0.0,,25.5,0.0,0.0,False,5,-1.2245555475537981,7,-1.3454339625808287,,,0.0,0.0,0.0
2025/11/05,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=4,4,0.11521587685251762,-0.9937529985993808,0.24806317202160438,3.3,0.0,,33.0,0.0,0.0,False,2,1.1696727647310645,8,-0.2845037941846697,,,0.0,0.0,0.0
2025/11/05,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=5,2,-0.08358706132701,-0.06773786246480479,0.5039622167744501,1.7,0.0,,,0.0,0.0,False,4,0.038278316219305726,1,-1.055235815536653,,,0.0,0.0,0.0
2025/11/05,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=6,7,0.034736389130442615,-0.8591484147695609,0.2903087913279309,2.8,0.0,,,0.0,0.0,False,10,-0.09656134694467614,8,-1.4984266636059937,,,0.0,0.0,0.0
2025/11/05,HV,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=7,2,0.01018972233515731,-0.5072926902927094,0.373441118010567,2.2,0.0,,,0.0,0.0,False,1,0.4607292013661792,9,-2.504322731517043,,,0.0,0.0,0.0
2025/11/05,HV,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=8,5,-0.09502861559474773,-0.9120376662325266,0.30639892400910435,2.7,0.0,,,0.0,0.0,False,1,1.7190714380144647,8,0.44245042105766247,,,0.0,0.0,0.0
2025/11/05,HV,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/05&Racecourse=HV&RaceNo=9,5,0.028349141784169574,-1.2319506496292374,0.22092228911482228,3.7,0.0,,,0.0,0.0,False,4,0.5753470269605652,9,-0.2029311831734225,,,0.0,0.0,0.0
2025/11/09,ST,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=1,3,-0.052210974637851106,-1.1741542549386426,0.245651002946553,3.3,0.0,,,0.0,0.0,False,1,-1.0634777821205084,4,-1.5368256953562542,,,0.0,0.0,0.0
2025/11/09,ST,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=2,11,-0.21011383686575766,-0.26144320563869455,0.487170474516696,5.0,0.0,,,0.0,0.0,False,4,2.885683648809934,7,-0.8784086257686323,,,0.0,0.0,0.0
2025/11/09,ST,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=3,1,0.133843646158402,0.047697611750406224,0.4784768003071257,1.7,0.0,,,0.0,0.0,False,8,-0.049454092789233274,12,-1.0804042930079796,,,0.0,0.0,0.0
2025/11/09,ST,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=4,10,-0.09892877915389188,-1.4584116541055376,0.20432436150829342,4.0,0.0,,,0.0,0.0,False,6,1.6068377885385714,8,-0.07581324646633897,,,0.0,0.0,0.0
2025/11/09,ST,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=5,2,-0.07777630105129985,-0.9920353390635648,0.2861290975657036,3.4,0.0,,,0.0,0.0,False,11,-0.9171446003287473,1,-1.296902892516086,,,0.0,0.0,0.0
2025/11/09,ST,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=6,4,0.1468194319405297,-0.7505592839857849,0.28958946977856775,2.8,0.0,,28.5,0.0,0.0,False,8,0.37561904408315333,7,-0.30987606852097394,,,0.0,0.0,0.0
2025/11/09,ST,7,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=7,9,-0.03498870355394979,-1.510063314999721,0.1861725230839558,5.5,0.0,,,0.0,0.0,False,1,1.2824042232465696,2,-0.4327611275101592,,,0.0,0.0,0.0
2025/11/09,ST,8,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=8,1,0.13496271827373021,-1.433218870546678,0.17247577515698073,4.7,0.0,,,0.0,0.0,False,6,-0.9772494650548742,3,-1.470987584100896,,,0.0,0.0,0.0
2025/11/09,ST,9,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=9,2,0.06666797816941265,-0.5245688293976603,0.35635112356446463,2.4,0.0,,,0.0,0.0,False,13,-0.2162119032010632,12,-0.7504713876916437,,,0.0,0.0,0.0
2025/11/09,ST,10,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/09&Racecourse=ST&RaceNo=10,2,0.1483792391682069,-1.0920856083829402,0.22435508265118498,3.7,0.0,,37.5,0.0,0.0,False,9,0.7492779079945726,13,-1.5329420573671562,,,0.0,0.0,0.0
2025/11/12,HV,1,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=1,8,-0.06944778253018405,-1.183672716357518,0.24708406961000223,3.3,0.0,,,0.0,0.0,False,3,-0.18048693656089262,10,-0.862345014262921,,,0.0,0.0,0.0
2025/11/12,HV,2,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=2,8,0.022011941529744436,-1.2103009924463468,0.22577686458769133,3.6,0.0,,,0.0,0.0,False,12,0.3780597662623054,7,0.1410117091243212,,,0.0,0.0,0.0
2025/11/12,HV,3,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=3,4,-0.03903393143874881,-1.3949834241264774,0.2048994045386023,4.0,0.0,,,0.0,0.0,False,11,-0.42470409416516003,2,-0.6807431722812733,,,0.0,0.0,0.0
2025/11/12,HV,4,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=4,6,0.005727427447025901,-1.45545697594797,0.18828624064065816,4.4,0.0,,,0.0,0.0,False,10,0.7739511570876463,4,-0.21318819478041312,,,0.0,0.0,0.0
2025/11/12,HV,5,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=5,2,-0.3029878763263227,-0.8732426811454788,0.3611780320479936,2.3,0.0,,,0.0,0.0,False,8,0.2717746961102556,6,0.15493838367322804,,,0.0,0.0,0.0
2025/11/12,HV,6,https://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2025/11/12&Racecourse=HV&RaceNo=6,1,-0.031158226270411937,-1.2927741547776443,0.22069584455485783,3.8,0.0,,,0.0,0.0,False,8,0.9285692050247687,6,0.7680594601661491,450.5,,0.0,0.0,0.0
